REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2015/08/27 10:30:00",8814.38,39.3,TRADE
NSW1,"2015/08/27 11:00:00",8692.37,40.43,TRADE
NSW1,"2015/08/27 11:30:00",8499.7,39.12,TRADE
NSW1,"2015/08/27 12:00:00",8431.18,41.05,TRADE
NSW1,"2015/08/27 12:30:00",8431.75,38.53,TRADE
NSW1,"2015/08/27 13:00:00",8313.2,37.55,TRADE
NSW1,"2015/08/27 13:30:00",8267.41,37.5,TRADE
NSW1,"2015/08/27 14:00:00",8281.88,40.92,TRADE
NSW1,"2015/08/27 14:30:00",8310.85,39.04,TRADE
NSW1,"2015/08/27 15:00:00",8232.59,37.12,TRADE
NSW1,"2015/08/27 15:30:00",8192.67,36.96,TRADE
NSW1,"2015/08/27 16:00:00",8259.33,38.66,TRADE
NSW1,"2015/08/27 16:30:00",8401.98,38.17,TRADE
NSW1,"2015/08/27 17:00:00",8591.11,38.23,TRADE
NSW1,"2015/08/27 17:30:00",8937.05,40.8,TRADE
NSW1,"2015/08/27 18:00:00",9531.18,50.07,TRADE
NSW1,"2015/08/27 18:30:00",9831.94,55.62,TRADE
NSW1,"2015/08/27 19:00:00",9869.91,52.32,TRADE
NSW1,"2015/08/27 19:30:00",9725.54,43.21,TRADE
NSW1,"2015/08/27 20:00:00",9496.73,41.78,TRADE
NSW1,"2015/08/27 20:30:00",9350.6,39.1,TRADE
NSW1,"2015/08/27 21:00:00",9111.51,41.89,TRADE
NSW1,"2015/08/27 21:30:00",8849.55,37.61,TRADE
NSW1,"2015/08/27 22:00:00",8548.14,35.99,TRADE
NSW1,"2015/08/27 22:30:00",8510.77,38.64,TRADE
NSW1,"2015/08/27 23:00:00",8318.43,37.15,TRADE
NSW1,"2015/08/27 23:30:00",8214.43,35.7,TRADE
NSW1,"2015/08/28 00:00:00",8118.99,36.34,TRADE
NSW1,"2015/08/28 00:30:00",7968.49,36.6,TRADE
NSW1,"2015/08/28 01:00:00",7716.66,37.9,TRADE
NSW1,"2015/08/28 01:30:00",7515.81,35.14,TRADE
NSW1,"2015/08/28 02:00:00",7326.46,33.78,TRADE
NSW1,"2015/08/28 02:30:00",7011.28,33.07,TRADE
NSW1,"2015/08/28 03:00:00",6694.59,31.65,TRADE
NSW1,"2015/08/28 03:30:00",6476.63,31.45,TRADE
NSW1,"2015/08/28 04:00:00",6364.11,28.78,TRADE
NSW1,"2015/08/28 04:30:00",6324.37,26.52,TRADE
NSW1,"2015/08/28 05:00:00",6357.79,30.06,TRADE
NSW1,"2015/08/28 05:30:00",6706.63,32.14,TRADE
NSW1,"2015/08/28 06:00:00",7177.32,30.25,TRADE
NSW1,"2015/08/28 06:30:00",7933.8,35.36,TRADE
NSW1,"2015/08/28 07:00:00",8656.75,38.75,TRADE
NSW1,"2015/08/28 07:30:00",8901.11,42.07,TRADE
NSW1,"2015/08/28 08:00:00",9109.66,43.71,TRADE
NSW1,"2015/08/28 08:30:00",9064.29,44.45,TRADE
NSW1,"2015/08/28 09:00:00",8844.76,42.81,TRADE
NSW1,"2015/08/28 09:30:00",8696.95,39.26,TRADE
NSW1,"2015/08/28 10:00:00",8613.38,39.93,TRADE
NSW1,"2015/08/28 10:30:00",8557.61,38.59,TRADE
NSW1,"2015/08/28 11:00:00",8445.34,36.2,TRADE
NSW1,"2015/08/28 11:30:00",8216.81,37.37,TRADE
NSW1,"2015/08/28 12:00:00",8128.8,37.45,TRADE
NSW1,"2015/08/28 12:30:00",8097.79,35.77,TRADE
NSW1,"2015/08/28 13:00:00",8049.04,37.5,TRADE
NSW1,"2015/08/28 13:30:00",7989.17,37.52,TRADE
NSW1,"2015/08/28 14:00:00",7966.86,37.51,TRADE
NSW1,"2015/08/28 14:30:00",7942.44,37.47,TRADE
NSW1,"2015/08/28 15:00:00",7940.97,37.43,TRADE
NSW1,"2015/08/28 15:30:00",7965.5,37.37,TRADE
NSW1,"2015/08/28 16:00:00",8053.76,37.46,TRADE
NSW1,"2015/08/28 16:30:00",8264.41,37.39,TRADE
NSW1,"2015/08/28 17:00:00",8515.24,40.3,TRADE
NSW1,"2015/08/28 17:30:00",8864.57,39.42,TRADE
NSW1,"2015/08/28 18:00:00",9332.15,41.31,TRADE
NSW1,"2015/08/28 18:30:00",9545.85,44.56,TRADE
NSW1,"2015/08/28 19:00:00",9539.99,43.17,TRADE
NSW1,"2015/08/28 19:30:00",9371.78,41.33,TRADE
NSW1,"2015/08/28 20:00:00",9173.23,43.06,TRADE
NSW1,"2015/08/28 20:30:00",9016.68,43.47,TRADE
NSW1,"2015/08/28 21:00:00",8881.53,40.41,TRADE
NSW1,"2015/08/28 21:30:00",8726.73,40.29,TRADE
NSW1,"2015/08/28 22:00:00",8491.35,38.17,TRADE
NSW1,"2015/08/28 22:30:00",8560.65,42.98,TRADE
NSW1,"2015/08/28 23:00:00",8320.14,39.01,TRADE
NSW1,"2015/08/28 23:30:00",8205.5,38.58,TRADE
NSW1,"2015/08/29 00:00:00",8132.35,39.1,TRADE
NSW1,"2015/08/29 00:30:00",7962.96,41.17,TRADE
NSW1,"2015/08/29 01:00:00",7765.27,39.22,TRADE
NSW1,"2015/08/29 01:30:00",7559.9,37.45,TRADE
NSW1,"2015/08/29 02:00:00",7293.97,35.92,TRADE
NSW1,"2015/08/29 02:30:00",6859.44,33.5,TRADE
NSW1,"2015/08/29 03:00:00",6610.69,34.1,TRADE
NSW1,"2015/08/29 03:30:00",6441.03,33.01,TRADE
NSW1,"2015/08/29 04:00:00",6279.37,30.2,TRADE
NSW1,"2015/08/29 04:30:00",6246.12,32.64,TRADE
NSW1,"2015/08/29 05:00:00",6246.88,33.12,TRADE
NSW1,"2015/08/29 05:30:00",6272.61,32.97,TRADE
NSW1,"2015/08/29 06:00:00",6482.71,28.96,TRADE
NSW1,"2015/08/29 06:30:00",6775.48,25.03,TRADE
NSW1,"2015/08/29 07:00:00",7062.34,27.52,TRADE
NSW1,"2015/08/29 07:30:00",7453.03,34.66,TRADE
NSW1,"2015/08/29 08:00:00",7738.78,36.77,TRADE
NSW1,"2015/08/29 08:30:00",8020.52,42.41,TRADE
NSW1,"2015/08/29 09:00:00",8039.16,42.38,TRADE
NSW1,"2015/08/29 09:30:00",8052.75,41.2,TRADE
NSW1,"2015/08/29 10:00:00",7839.26,40.98,TRADE
NSW1,"2015/08/29 10:30:00",7715.58,36.04,TRADE
NSW1,"2015/08/29 11:00:00",7550.39,36.03,TRADE
NSW1,"2015/08/29 11:30:00",7340.52,35.96,TRADE
NSW1,"2015/08/29 12:00:00",7179.99,35.8,TRADE
NSW1,"2015/08/29 12:30:00",7060.34,35.82,TRADE
NSW1,"2015/08/29 13:00:00",6977.6,33.53,TRADE
NSW1,"2015/08/29 13:30:00",6952.8,33.48,TRADE
NSW1,"2015/08/29 14:00:00",6874.58,34.42,TRADE
NSW1,"2015/08/29 14:30:00",6889.73,34.86,TRADE
NSW1,"2015/08/29 15:00:00",6931.2,34.07,TRADE
NSW1,"2015/08/29 15:30:00",6972.41,33.75,TRADE
NSW1,"2015/08/29 16:00:00",7135.55,35.69,TRADE
NSW1,"2015/08/29 16:30:00",7281.5,36.68,TRADE
NSW1,"2015/08/29 17:00:00",7506.02,37.12,TRADE
NSW1,"2015/08/29 17:30:00",7797.8,36.78,TRADE
NSW1,"2015/08/29 18:00:00",8460.85,45.44,TRADE
NSW1,"2015/08/29 18:30:00",8924.3,46.93,TRADE
NSW1,"2015/08/29 19:00:00",8993.25,43.14,TRADE
NSW1,"2015/08/29 19:30:00",8774.77,38.72,TRADE
NSW1,"2015/08/29 20:00:00",8602.74,37.57,TRADE
NSW1,"2015/08/29 20:30:00",8593.3,39.22,TRADE
NSW1,"2015/08/29 21:00:00",8561.75,42.37,TRADE
NSW1,"2015/08/29 21:30:00",8432.05,38.57,TRADE
NSW1,"2015/08/29 22:00:00",8277.46,37.42,TRADE
NSW1,"2015/08/29 22:30:00",8235.63,37.86,TRADE
NSW1,"2015/08/29 23:00:00",8065.85,37.86,TRADE
NSW1,"2015/08/29 23:30:00",7958.22,37.97,TRADE
NSW1,"2015/08/30 00:00:00",7825.86,38.24,TRADE
NSW1,"2015/08/30 00:30:00",7574.61,41.62,TRADE
NSW1,"2015/08/30 01:00:00",7328.12,37.4,TRADE
NSW1,"2015/08/30 01:30:00",7172.49,36.88,TRADE
NSW1,"2015/08/30 02:00:00",6960.11,35.46,TRADE
NSW1,"2015/08/30 02:30:00",6623.86,32.43,TRADE
NSW1,"2015/08/30 03:00:00",6468.9,32.22,TRADE
NSW1,"2015/08/30 03:30:00",6306.02,32.29,TRADE
NSW1,"2015/08/30 04:00:00",6221.31,31.82,TRADE
NSW1,"2015/08/30 04:30:00",6167.9,29.89,TRADE
NSW1,"2015/08/30 05:00:00",6194.37,31.2,TRADE
NSW1,"2015/08/30 05:30:00",6268.05,33.4,TRADE
NSW1,"2015/08/30 06:00:00",6341.11,31.23,TRADE
NSW1,"2015/08/30 06:30:00",6562.95,25.78,TRADE
NSW1,"2015/08/30 07:00:00",6874.66,26.76,TRADE
NSW1,"2015/08/30 07:30:00",7179.15,31.44,TRADE
NSW1,"2015/08/30 08:00:00",7515.12,36.84,TRADE
NSW1,"2015/08/30 08:30:00",7778.78,37.38,TRADE
NSW1,"2015/08/30 09:00:00",7937.46,37.52,TRADE
NSW1,"2015/08/30 09:30:00",7912.66,37.37,TRADE
NSW1,"2015/08/30 10:00:00",7862.39,37.49,TRADE
NSW1,"2015/08/30 10:30:00",7705.49,37.23,TRADE
NSW1,"2015/08/30 11:00:00",7482.05,36.36,TRADE
NSW1,"2015/08/30 11:30:00",7329.41,34.92,TRADE
NSW1,"2015/08/30 12:00:00",7236.98,32.57,TRADE
NSW1,"2015/08/30 12:30:00",7128.36,32.08,TRADE
NSW1,"2015/08/30 13:00:00",7040.28,31.9,TRADE
NSW1,"2015/08/30 13:30:00",6986.31,31.69,TRADE
NSW1,"2015/08/30 14:00:00",6980.68,31.95,TRADE
NSW1,"2015/08/30 14:30:00",6975.37,35.18,TRADE
NSW1,"2015/08/30 15:00:00",6972.5,36.7,TRADE
NSW1,"2015/08/30 15:30:00",7124.34,37.41,TRADE
NSW1,"2015/08/30 16:00:00",7306.03,36.4,TRADE
NSW1,"2015/08/30 16:30:00",7571.57,37.26,TRADE
NSW1,"2015/08/30 17:00:00",7889.31,38.23,TRADE
NSW1,"2015/08/30 17:30:00",8225.19,39.79,TRADE
NSW1,"2015/08/30 18:00:00",8932.07,49.74,TRADE
NSW1,"2015/08/30 18:30:00",9459.63,144.22,TRADE
NSW1,"2015/08/30 19:00:00",9559.85,99.68,TRADE
NSW1,"2015/08/30 19:30:00",9363.91,43.15,TRADE
NSW1,"2015/08/30 20:00:00",9135.81,41.36,TRADE
NSW1,"2015/08/30 20:30:00",9015.54,40.88,TRADE
NSW1,"2015/08/30 21:00:00",8830.36,38.18,TRADE
NSW1,"2015/08/30 21:30:00",8638.7,37.51,TRADE
NSW1,"2015/08/30 22:00:00",8357.73,37.25,TRADE
NSW1,"2015/08/30 22:30:00",8192.26,40.31,TRADE
NSW1,"2015/08/30 23:00:00",7860.38,37.01,TRADE
NSW1,"2015/08/30 23:30:00",7727.78,37.49,TRADE
NSW1,"2015/08/31 00:00:00",7559.62,39.2,TRADE
NSW1,"2015/08/31 00:30:00",7338.31,38.25,TRADE
NSW1,"2015/08/31 01:00:00",7191.25,37.51,TRADE
NSW1,"2015/08/31 01:30:00",7046.59,34.3,TRADE
NSW1,"2015/08/31 02:00:00",6878.5,35.17,TRADE
NSW1,"2015/08/31 02:30:00",6628.08,37.35,TRADE
NSW1,"2015/08/31 03:00:00",6485.32,38.39,TRADE
NSW1,"2015/08/31 03:30:00",6375.38,31.45,TRADE
NSW1,"2015/08/31 04:00:00",6314.8,34.92,TRADE
NSW1,"2015/08/31 04:30:00",6379.63,30.17,TRADE
NSW1,"2015/08/31 05:00:00",6487.38,35.27,TRADE
NSW1,"2015/08/31 05:30:00",6810.31,37.84,TRADE
NSW1,"2015/08/31 06:00:00",7283.61,38.88,TRADE
NSW1,"2015/08/31 06:30:00",8085.37,35.62,TRADE
NSW1,"2015/08/31 07:00:00",8761.6,46.94,TRADE
NSW1,"2015/08/31 07:30:00",9014.31,59.64,TRADE
NSW1,"2015/08/31 08:00:00",9244.89,78.99,TRADE
NSW1,"2015/08/31 08:30:00",9133.84,46.98,TRADE
NSW1,"2015/08/31 09:00:00",8878.7,40.39,TRADE
NSW1,"2015/08/31 09:30:00",8736.45,37.51,TRADE
NSW1,"2015/08/31 10:00:00",8602.57,37.5,TRADE
NSW1,"2015/08/31 10:30:00",8515.17,38.25,TRADE
NSW1,"2015/08/31 11:00:00",8376.02,38.45,TRADE
NSW1,"2015/08/31 11:30:00",8210.61,37.52,TRADE
NSW1,"2015/08/31 12:00:00",8081.99,37.52,TRADE
NSW1,"2015/08/31 12:30:00",8070.46,37.52,TRADE
NSW1,"2015/08/31 13:00:00",8056.2,37.51,TRADE
NSW1,"2015/08/31 13:30:00",7997.78,37.26,TRADE
NSW1,"2015/08/31 14:00:00",8018.5,37.52,TRADE
NSW1,"2015/08/31 14:30:00",8021.62,37.68,TRADE
NSW1,"2015/08/31 15:00:00",8008.5,37.52,TRADE
NSW1,"2015/08/31 15:30:00",8018.74,37.71,TRADE
NSW1,"2015/08/31 16:00:00",8161.82,37.93,TRADE
NSW1,"2015/08/31 16:30:00",8343.52,37.24,TRADE
NSW1,"2015/08/31 17:00:00",8569.91,37.8,TRADE
NSW1,"2015/08/31 17:30:00",8910.27,36,TRADE
NSW1,"2015/08/31 18:00:00",9535.95,42.44,TRADE
NSW1,"2015/08/31 18:30:00",9963.12,130.29,TRADE
NSW1,"2015/08/31 19:00:00",10001.86,64.76,TRADE
NSW1,"2015/08/31 19:30:00",9860.97,42.3,TRADE
NSW1,"2015/08/31 20:00:00",9656.38,46.65,TRADE
NSW1,"2015/08/31 20:30:00",9490.6,44.06,TRADE
NSW1,"2015/08/31 21:00:00",9243.13,38.69,TRADE
NSW1,"2015/08/31 21:30:00",8980.44,37.66,TRADE
NSW1,"2015/08/31 22:00:00",8663.28,37.49,TRADE
NSW1,"2015/08/31 22:30:00",8575.36,37.52,TRADE
NSW1,"2015/08/31 23:00:00",8314.15,37.44,TRADE
NSW1,"2015/08/31 23:30:00",8214.21,37.57,TRADE
NSW1,"2015/09/01 00:00:00",8205.82,36.9,TRADE
